BS, S:53111,
3.61, 7.22
5.22, 7.17
7.10, 7.04
9.56, 6.89
12.09, 6.89
14.56, 7.06
16.80, 7.30
19.08, 7.65
21.18, 8.02
23.23, 8.50
25.26, 9.04
27.08, 9.57
28.68, 10.19
30.39, 10.77
31.16, 11.43
32.10, 11.99
32.65, 12.51
33.27, 13.07
33.63, 13.60
33.94, 14.03
33.99, 14.49
34.25, 14.88
34.24, 15.29
34.14, 15.76
33.72, 16.21
33.10, 16.65
32.44, 17.09
31.64, 17.50
30.02, 17.89
28.88, 18.30
26.91, 18.70
24.80, 19.05
22.33, 19.39
19.25, 19.72
16.06, 19.92
12.53, 20.01
8.58, 20.01
4.70, 19.83
0.84, 19.56
0.40, 19.54
-17.87, 19.57
-32.68, 18.64
-45.18, 15.99
-49.82, 12.84
-46.09, 10.46
-37.19, 9.04
-28.34, 8.93
-22.73, 9.60
-22.96, 10.37
-26.81, 10.54
-29.20, 10.09
-29.04, 9.65
-26.84, 9.50
-24.29, 9.47
-22.73, 9.46
-22.06, 9.54
-21.90, 9.55
-21.62, 9.48
-21.06, 9.37
-20.26, 9.34
-19.54, 9.32
-18.89, 9.28
-18.09, 9.28
-17.42, 9.32
-16.95, 9.34
-16.49, 9.23
-15.84, 9.21
-15.27, 9.19
-15.02, 9.21
-14.83, 9.14
-14.68, 9.07
-14.25, 9.01
-13.83, 9.01
-13.52, 9.01
-13.20, 9.01
-12.90, 9.01
-12.65, 9.01
-12.58, 9.01
-12.51, 9.01
-12.40, 8.94
-11.87, 8.81
-10.97, 8.69
-9.71, 8.58
-7.65, 8.35
-4.72, 8.14
-1.42, 7.95
1.51, 7.60
3.24, 7.17
BE
BS, S:53112,
3.57, 7.17
5.20, 7.14
6.79, 7.05
9.17, 6.91
11.78, 6.91
14.32, 7.02
16.70, 7.24
18.99, 7.59
21.20, 8.01
23.35, 8.49
25.39, 9.00
27.16, 9.56
28.91, 10.19
30.34, 10.83
31.22, 11.45
31.91, 12.02
32.41, 12.59
32.96, 13.17
33.17, 13.68
33.27, 14.12
33.32, 14.50
33.22, 14.96
33.16, 15.37
32.80, 15.76
32.39, 16.16
31.79, 16.50
31.05, 16.82
30.12, 17.10
29.03, 17.37
28.05, 17.64
26.88, 17.91
25.55, 18.24
23.81, 18.70
21.52, 19.11
18.65, 19.45
15.72, 19.78
12.16, 19.94
8.26, 20.01
4.27, 19.89
0.74, 19.82
0.42, 19.85
0.34, 19.98
0.27, 20.21
0.23, 20.41
0.19, 20.52
0.16, 20.64
0.14, 20.74
0.13, 20.84
0.12, 20.94
0.12, 20.99
0.12, 21.08
0.11, 21.15
0.11, 21.21
0.11, 21.33
0.10, 21.40
-22.77, 21.42
-39.44, 19.96
-52.89, 16.51
-53.77, 13.02
-48.59, 10.49
-38.31, 9.02
-29.57, 8.98
-24.16, 9.67
-24.30, 10.43
-28.15, 10.55
-30.43, 10.15
-30.06, 9.76
-28.07, 9.54
-25.49, 9.51
-23.87, 9.53
-23.22, 9.61
-23.16, 9.55
-22.80, 9.44
-21.83, 9.39
-20.74, 9.29
-19.73, 9.28
-18.71, 9.29
-17.98, 9.34
-17.89, 9.41
-17.62, 9.30
-17.04, 9.28
-16.55, 9.28
-15.98, 9.26
-15.77, 9.21
-15.45, 9.08
-14.50, 9.04
-13.32, 8.94
-12.00, 8.78
-10.02, 8.59
-7.30, 8.34
-4.01, 8.21
-0.92, 8.02
1.32, 7.80
2.43, 7.44
BE
BS, S:53113,
3.61, 7.29
5.24, 7.22
7.29, 7.03
9.91, 6.82
12.55, 6.84
15.00, 7.03
17.28, 7.30
19.60, 7.68
21.78, 8.06
23.96, 8.59
25.95, 9.16
27.56, 9.78
29.09, 10.43
30.18, 10.99
31.40, 11.58
32.00, 12.20
32.70, 12.76
32.85, 13.30
32.95, 13.84
32.90, 14.30
33.00, 14.70
32.64, 15.13
32.43, 15.50
32.02, 15.88
31.43, 16.24
30.64, 16.63
29.73, 16.97
28.49, 17.36
27.17, 17.76
25.35, 18.16
23.11, 18.56
20.64, 18.91
17.64, 19.25
14.21, 19.45
10.50, 19.54
6.51, 19.61
2.14, 19.61
-8.47, 19.60
-29.20, 19.12
-41.59, 16.79
-50.20, 13.80
-48.41, 11.09
-39.81, 9.30
-30.92, 8.93
-24.17, 9.43
-22.81, 10.17
-25.97, 10.56
-29.19, 10.23
-29.47, 9.74
-27.79, 9.53
-25.33, 9.50
-23.82, 9.47
-23.15, 9.54
-23.04, 9.55
-22.73, 9.43
-21.87, 9.39
-21.12, 9.37
-20.38, 9.35
