BS, S:802,
3.57, 7.31
5.30, 7.24
7.26, 7.04
9.91, 6.74
12.84, 6.55
15.90, 6.56
18.91, 6.78
21.83, 7.24
24.67, 7.81
27.04, 8.47
29.39, 9.20
31.18, 9.93
32.88, 10.70
34.12, 11.43
34.64, 12.14
35.22, 12.74
35.81, 13.35
36.03, 13.94
36.03, 14.54
36.07, 15.07
35.64, 15.54
35.31, 15.95
34.99, 16.35
34.25, 16.75
33.56, 17.09
32.54, 17.38
31.74, 17.71
30.65, 17.98
29.36, 18.31
27.87, 18.64
26.12, 18.98
24.08, 19.38
21.53, 19.77
18.69, 20.12
15.32, 20.34
11.57, 20.54
7.46, 20.68
2.60, 20.62
0.53, 20.56
-24.94, 20.53
-37.51, 18.75
-49.09, 15.38
-49.16, 11.94
-42.26, 9.67
-33.08, 8.78
-25.39, 9.06
-21.34, 9.75
-22.90, 10.48
-26.82, 10.34
-28.12, 9.88
-27.46, 9.59
-25.65, 9.51
-23.99, 9.53
-23.47, 9.61
-23.43, 9.68
-23.45, 9.68
-23.41, 9.61
-23.18, 9.55
-22.72, 9.53
-22.38, 9.49
-22.16, 9.49
-22.01, 9.48
-21.42, 9.51
-20.91, 9.52
-20.72, 9.49
-20.67, 9.49
-20.59, 9.48
-20.50, 9.48
-20.26, 9.41
-19.92, 9.34
-19.45, 9.28
-19.07, 9.27
-18.71, 9.27
-18.46, 9.23
-18.03, 9.16
-17.37, 9.12
-16.67, 9.10
-16.21, 9.14
-16.21, 9.14
-16.04, 9.03
-15.44, 8.89
-14.08, 8.76
-12.27, 8.65
-9.98, 8.40
-7.03, 8.14
-3.01, 7.92
1.19, 7.65
3.25, 7.15
BE
BS, S:803,
3.59, 7.15
5.28, 7.08
7.00, 6.86
10.10, 6.58
13.19, 6.43
16.22, 6.49
19.34, 6.71
22.39, 7.14
25.38, 7.70
28.06, 8.39
30.61, 9.08
32.70, 9.87
34.66, 10.63
35.95, 11.37
36.87, 12.17
37.76, 12.91
38.26, 13.57
38.66, 14.18
38.94, 14.79
38.99, 15.40
38.70, 15.94
38.47, 16.48
37.95, 16.95
37.11, 17.37
36.56, 17.77
35.52, 18.11
34.56, 18.44
33.37, 18.78
32.00, 19.11
30.42, 19.39
28.66, 19.72
26.66, 20.06
24.30, 20.45
21.58, 20.79
18.31, 21.06
14.78, 21.15
11.13, 21.17
7.14, 21.16
2.63, 21.04
-1.00, 21.02
-29.50, 20.72
-40.77, 18.14
-50.20, 14.57
-48.48, 11.33
-39.80, 9.24
-30.48, 8.74
-23.42, 9.22
-20.95, 9.88
-23.46, 10.47
-27.00, 10.20
-27.74, 9.74
-26.54, 9.55
-24.60, 9.48
-23.23, 9.52
-22.95, 9.61
-22.82, 9.61
-22.69, 9.56
-22.46, 9.54
-22.20, 9.48
-21.82, 9.43
-21.53, 9.44
-20.91, 9.49
-20.65, 9.54
-20.65, 9.55
-20.61, 9.55
-20.33, 9.48
-20.19, 9.41
-19.96, 9.41
-19.58, 9.40
-19.50, 9.41
-19.41, 9.41
-19.32, 9.35
-19.11, 9.34
-18.97, 9.34
-18.73, 9.34
-18.69, 9.29
-18.59, 9.23
-18.35, 9.14
-17.59, 9.07
-16.93, 9.12
-16.87, 9.16
-16.81, 9.10
-16.52, 9.03
-15.75, 8.88
-14.61, 8.72
-12.34, 8.58
-9.64, 8.32
-6.22, 8.11
-2.05, 7.84
1.98, 7.57
BE
BS, S:804,
3.57, 7.18
5.29, 7.11
7.21, 6.90
10.04, 6.61
13.13, 6.47
16.17, 6.48
19.31, 6.70
22.41, 7.14
25.42, 7.70
28.09, 8.38
30.60, 9.12
32.83, 9.88
34.70, 10.64
35.77, 11.45
36.85, 12.18
37.57, 12.93
38.13, 13.58
38.47, 14.16
38.80, 14.74
38.85, 15.33
38.79, 15.87
38.73, 16.41
38.22, 16.83
37.71, 17.24
36.99, 17.64
36.27, 18.03
35.46, 18.43
34.34, 18.78
33.15, 19.17
31.63, 19.52
30.02, 19.92
27.60, 20.25
25.38, 20.66
22.60, 21.00
19.39, 21.28
15.74, 21.42
11.94, 21.48
7.91, 21.44
3.63, 21.30
0.65, 21.02
-1.41, 21.04
-32.11, 20.81
-42.71, 18.22
-51.45, 14.55
-49.33, 11.30
-40.44, 9.28
-31.29, 8.76
-24.09, 9.24
-21.67, 9.95
-24.30, 10.54
-28.03, 10.23
-28.55, 9.77
-27.25, 9.58
-25.37, 9.51
